Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov English,COD Gov Arabic,COD Gov Pcode
2017-07-12,Hajjah,35336,338,1.00,15.900,Hajjah,حجة,17
2017-07-12,Amran,33861,149,0.40,22.100,Amran,عمران,29
2017-07-12,Ibb,25723,227,0.90,8.400,Ibb,إب,11
2017-07-12,Sana'a,24665,111,0.50,19.700,Sana'a,صنعاء,23
2017-07-12,Taizz,22905,150,0.70,7.600,Taizz,تعز,15
2017-07-12,Dhamar,21429,114,0.50,10.100,Dhamar,ذمار,20
2017-07-12,Al Dhale'e,18047,71,0.40,24.000,Al Dhale'e,الضالع,30
2017-07-12,Al Mahwit,16922,111,0.70,22.200,Al Mahwit,المحويت,27
2017-07-12,Aden,10009,48,0.50,10.500,Aden,عدن,24
2017-07-12,Al Bayda,9936,24,0.20,12.900,Al Bayda,البيضاء,14
2017-07-12,Abyan,8855,29,0.30,14.500,Abyan,أبين,12
2017-07-12,Raymah,5964,80,1.30,9.400,Raymah,ريمة,31
2017-07-12,Lahj,4103,16,0.40,3.900,Lahj,لحج,25
2017-07-12,Al_Jawf,2546,13,0.50,3.900,Al Jawf,الجوف,16
2017-07-12,Ma'areb,1521,4,0.30,4.200,Marib,مأرب,26
2017-07-12,Sa'ada,566,1,0.20,0.600,Sa'ada,صعدة,22
2017-07-12,AL Mahrah,427,1,0.20,2.600,Al Maharah,المهرة,28
2017-07-12,Shabwah,240,1,0.40,0.400,Shabwah,شبوة,21
2017-07-12,Say'on,4,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-11,Amanat Al Asimah,42765,56,0.10,12.900,Amanat Al Asimah,أمانة العاصمة,13
2017-07-11,Al-Hudaydah,38942,199,0.50,11.600,Al Hudaydah,الحديدة,18
2017-07-11,Hajjah,35310,338,1.00,15.900,Hajjah,حجة,17
2017-07-11,Amran,32625,149,0.50,21.300,Amran,عمران,29
2017-07-11,Ibb,25433,227,0.90,8.300,Ibb,إب,11
2017-07-11,Sana'a,24360,111,0.50,19.500,Sana'a,صنعاء,23
2017-07-11,Taizz,22903,150,0.70,7.500,Taizz,تعز,15
2017-07-11,Dhamar,20848,114,0.50,9.800,Dhamar,ذمار,20
2017-07-11,Al Dhale'e,17622,71,0.40,23.400,Al Dhale'e,الضالع,30
2017-07-11,Al Mahwit,16444,111,0.70,21.600,Al Mahwit,المحويت,27
2017-07-11,Aden,9810,48,0.50,10.300,Aden,عدن,24
2017-07-11,Al Bayda,9385,24,0.30,12.200,Al Bayda,البيضاء,14
2017-07-11,Abyan,8602,28,0.30,14.100,Abyan,أبين,12
2017-07-11,Raymah,5870,80,1.40,9.300,Raymah,ريمة,31
2017-07-11,Lahj,4097,16,0.40,3.900,Lahj,لحج,25
2017-07-11,Al_Jawf,2473,13,0.50,3.800,Al Jawf,الجوف,16
2017-07-11,Ma'areb,1521,4,0.30,4.200,Marib,مأرب,26
2017-07-11,Sa'ada,534,1,0.20,0.600,Sa'ada,صعدة,22
2017-07-11,AL Mahrah,411,1,0.20,2.500,Al Maharah,المهرة,28
2017-07-11,Shabwah,240,1,0.40,0.400,Shabwah,شبوة,21
2017-07-11,Say'on,4,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-10,Amanat Al Asimah,42142,56,0.10,12.700,Amanat Al Asimah,أمانة العاصمة,13
2017-07-10,Al-Hudaydah,38566,199,0.50,11.500,Al Hudaydah,الحديدة,18
2017-07-10,Hajjah,34249,335,1.00,15.400,Hajjah,حجة,17
2017-07-10,Amran,32611,149,0.50,21.300,Amran,عمران,29
2017-07-10,Ibb,24834,225,0.90,8.100,Ibb,إب,11
2017-07-10,Sana'a,23971,110,0.50,19.200,Sana'a,صنعاء,23
2017-07-10,Taizz,22466,150,0.70,7.400,Taizz,تعز,15
2017-07-10,Dhamar,20135,114,0.60,9.500,Dhamar,ذمار,20
2017-07-10,Al Dhale'e,16624,71,0.40,22.100,Al Dhale'e,الضالع,30
2017-07-10,Al Mahwit,15819,108,0.70,20.800,Al Mahwit,المحويت,27
2017-07-10,Aden,9618,48,0.50,10.100,Aden,عدن,24
2017-07-10,Al Bayda,9383,24,0.30,12.200,Al Bayda,البيضاء,14
2017-07-10,Abyan,8270,27,0.30,13.500,Abyan,أبين,12
2017-07-10,Raymah,5786,80,1.40,9.100,Raymah,ريمة,31
2017-07-10,Lahj,4090,16,0.40,3.900,Lahj,لحج,25
2017-07-10,Al_Jawf,2375,13,0.50,3.700,Al Jawf,الجوف,16
2017-07-10,Ma'areb,1454,4,0.30,4.000,Marib,مأرب,26
2017-07-10,Sa'ada,517,1,0.20,0.600,Sa'ada,صعدة,22
2017-07-10,AL Mahrah,400,1,0.30,2.500,Al Maharah,المهرة,28
2017-07-10,Shabwah,224,1,0.40,0.300,Shabwah,شبوة,21
2017-07-10,Say'on,4,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-07,Amanat Al Asimah,40840,54,0.10,12.300,Amanat Al Asimah,أمانة العاصمة,13
2017-07-07,Al-Hudaydah,36379,196,0.50,10.900,Al Hudaydah,الحديدة,18
2017-07-07,Hajjah,31907,325,1.00,14.400,Hajjah,حجة,17
2017-07-07,Amran,31424,147,0.50,20.500,Amran,عمران,29
2017-07-07,Sana'a,23261,110,0.50,18.600,Sana'a,صنعاء,23
2017-07-07,Ibb,23129,225,1.00,7.500,Ibb,إب,11
2017-07-07,Taizz,21836,146,0.70,7.200,Taizz,تعز,15
2017-07-07,Dhamar,18840,113,0.60,8.900,Dhamar,ذمار,20
2017-07-07,Al Dhale'e,15166,70,0.50,20.100,Al Dhale'e,الضالع,30
2017-07-07,Al Mahwit,14921,108,0.70,19.600,Al Mahwit,المحويت,27
2017-07-07,Al Bayda,9028,24,0.30,11.700,Al Bayda,البيضاء,14
2017-07-07,Aden,8948,48,0.50,9.400,Aden,عدن,24
2017-07-07,Abyan,7582,27,0.40,12.400,Abyan,أبين,12
2017-07-07,Raymah,5534,78,1.40,8.700,Raymah,ريمة,31
2017-07-07,Lahj,4072,16,0.40,3.900,Lahj,لحج,25
2017-07-07,Al_Jawf,2209,13,0.60,3.400,Al Jawf,الجوف,16
2017-07-07,Ma'areb,1335,4,0.30,3.700,Marib,مأرب,26
2017-07-07,Sa'ada,477,1,0.20,0.500,Sa'ada,صعدة,22
2017-07-07,AL Mahrah,355,1,0.30,2.200,Al Maharah,المهرة,28
2017-07-07,Shabwah,189,0,0.00,0.300,Shabwah,شبوة,21
2017-07-07,Say'on,4,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-07,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-06,Amanat Al Asimah,40477,54,0.10,12.200,Amanat Al Asimah,أمانة العاصمة,13
2017-07-06,Al-Hudaydah,35646,193,0.50,10.700,Al Hudaydah,الحديدة,18
2017-07-06,Hajjah,31329,312,1.00,14.100,Hajjah,حجة,17
2017-07-06,Amran,30827,146,0.50,20.200,Amran,عمران,29
2017-07-06,Sana'a,23017,109,0.50,18.400,Sana'a,صنعاء,23
2017-07-06,Ibb,22737,223,1.00,7.400,Ibb,إب,11
2017-07-06,Taizz,21421,146,0.70,7.100,Taizz,تعز,15
2017-07-06,Dhamar,18124,112,0.60,8.500,Dhamar,ذمار,20
2017-07-06,Al Dhale'e,14628,65,0.40,19.400,Al Dhale'e,الضالع,30
2017-07-06,Al Mahwit,14572,108,0.70,19.200,Al Mahwit,المحويت,27
2017-07-06,Al Bayda,8898,24,0.30,11.600,Al Bayda,البيضاء,14
2017-07-06,Aden,8519,46,0.50,8.900,Aden,عدن,24
2017-07-06,Abyan,7293,27,0.40,11.900,Abyan,أبين,12
2017-07-06,Raymah,5517,78,1.40,8.700,Raymah,ريمة,31
2017-07-06,Lahj,4063,16,0.40,3.900,Lahj,لحج,25
2017-07-06,Al_Jawf,2208,13,0.60,3.400,Al Jawf,الجوف,16
2017-07-06,Ma'areb,1279,4,0.30,3.600,Marib,مأرب,26
2017-07-06,Sa'ada,466,1,0.20,0.500,Sa'ada,صعدة,22
2017-07-06,AL Mahrah,338,1,0.30,2.100,Al Maharah,المهرة,28
2017-07-06,Shabwah,189,0,0.00,0.300,Shabwah,شبوة,21
2017-07-06,Say'on,4,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-06,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-05,Amanat Al Asimah,39972,53,0.10,12.100,Amanat Al Asimah,أمانة العاصمة,13
2017-07-05,Al-Hudaydah,34579,189,0.50,10.300,Al Hudaydah,الحديدة,18
2017-07-05,Hajjah,30271,308,1.00,13.600,Hajjah,حجة,17
2017-07-05,Amran,30135,146,0.50,19.700,Amran,عمران,29
2017-07-05,Sana'a,22651,108,0.50,18.100,Sana'a,صنعاء,23
2017-07-05,Ibb,22124,220,1.00,7.200,Ibb,إب,11
2017-07-05,Taizz,21189,146,0.70,7.000,Taizz,تعز,15
2017-07-05,Dhamar,17404,112,0.60,8.200,Dhamar,ذمار,20
2017-07-05,Al Mahwit,14193,108,0.80,18.700,Al Mahwit,المحويت,27
2017-07-05,Al Dhale'e,13573,60,0.40,18.000,Al Dhale'e,الضالع,30
2017-07-05,Al Bayda,8716,24,0.30,11.300,Al Bayda,البيضاء,14
2017-07-05,Aden,8519,46,0.50,8.900,Aden,عدن,24
2017-07-05,Abyan,6971,27,0.40,11.400,Abyan,أبين,12
2017-07-05,Raymah,5388,75,1.40,8.500,Raymah,ريمة,31
2017-07-05,Lahj,4063,16,0.40,3.900,Lahj,لحج,25
2017-07-05,Al_Jawf,2158,13,0.60,3.300,Al Jawf,الجوف,16
2017-07-05,Ma'areb,1221,4,0.30,3.400,Marib,مأرب,26
2017-07-05,Sa'ada,450,1,0.20,0.500,Sa'ada,صعدة,22
2017-07-05,AL Mahrah,332,1,0.30,2.000,Al Maharah,المهرة,28
2017-07-05,Shabwah,189,0,0.00,0.300,Shabwah,شبوة,21
2017-07-05,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-04,Amanat Al Asimah,39316,53,0.10,11.900,Amanat Al Asimah,أمانة العاصمة,13
2017-07-04,Al-Hudaydah,33616,188,0.60,10.000,Al Hudaydah,الحديدة,18
2017-07-04,Hajjah,29800,304,1.00,13.400,Hajjah,حجة,17
2017-07-04,Amran,29533,146,0.50,19.300,Amran,عمران,29
2017-07-04,Sana'a,22242,108,0.50,17.800,Sana'a,صنعاء,23
2017-07-04,Ibb,21306,220,1.00,7.000,Ibb,إب,11
2017-07-04,Taizz,20637,142,0.70,6.800,Taizz,تعز,15
2017-07-04,Dhamar,16817,111,0.70,7.900,Dhamar,ذمار,20
2017-07-04,Al Mahwit,13811,104,0.80,18.200,Al Mahwit,المحويت,27
2017-07-04,Al Dhale'e,12375,57,0.50,16.400,Al Dhale'e,الضالع,30
2017-07-04,Al Bayda,8522,21,0.20,11.100,Al Bayda,البيضاء,14
2017-07-04,Aden,8349,46,0.60,8.700,Aden,عدن,24
2017-07-04,Abyan,6682,27,0.40,10.900,Abyan,أبين,12
2017-07-04,Raymah,5086,74,1.50,8.000,Raymah,ريمة,31
2017-07-04,Lahj,3754,16,0.40,3.600,Lahj,لحج,25
2017-07-04,Al_Jawf,2073,11,0.50,3.200,Al Jawf,الجوف,16
2017-07-04,Ma'areb,1129,4,0.40,3.100,Marib,مأرب,26
2017-07-04,Sa'ada,429,1,0.20,0.500,Sa'ada,صعدة,22
2017-07-04,AL Mahrah,319,1,0.30,2.000,Al Maharah,المهرة,28
2017-07-04,Shabwah,189,0,0.00,0.300,Shabwah,شبوة,21
2017-07-04,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-03,Amanat Al Asimah,38638,53,0.10,11.700,Amanat Al Asimah,أمانة العاصمة,13
2017-07-03,Al-Hudaydah,32778,186,0.60,9.800,Al Hudaydah,الحديدة,18
2017-07-03,Hajjah,29255,297,1.00,13.200,Hajjah,حجة,17
2017-07-03,Amran,28853,145,0.50,18.900,Amran,عمران,29
2017-07-03,Sana'a,21831,105,0.50,17.500,Sana'a,صنعاء,23
2017-07-03,Ibb,20671,219,1.10,6.700,Ibb,إب,11
2017-07-03,Taizz,20222,141,0.70,6.700,Taizz,تعز,15
2017-07-03,Dhamar,16133,109,0.70,7.600,Dhamar,ذمار,20
2017-07-03,Al Mahwit,13465,101,0.80,17.700,Al Mahwit,المحويت,27
2017-07-03,Al Dhale'e,12371,57,0.50,16.400,Al Dhale'e,الضالع,30
2017-07-03,Al Bayda,8307,21,0.30,10.800,Al Bayda,البيضاء,14
2017-07-03,Aden,8100,46,0.60,8.500,Aden,عدن,24
2017-07-03,Abyan,6314,27,0.40,10.300,Abyan,أبين,12
2017-07-03,Raymah,5083,74,1.50,8.000,Raymah,ريمة,31
2017-07-03,Lahj,3608,16,0.40,3.400,Lahj,لحج,25
2017-07-03,Al_Jawf,2008,11,0.50,3.100,Al Jawf,الجوف,16
2017-07-03,Ma'areb,1075,4,0.40,3.000,Marib,مأرب,26
2017-07-03,Sa'ada,423,1,0.20,0.500,Sa'ada,صعدة,22
2017-07-03,AL Mahrah,306,1,0.30,1.900,Al Maharah,المهرة,28
2017-07-03,Shabwah,165,0,0.00,0.300,Shabwah,شبوة,21
2017-07-03,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-02,Amanat Al Asimah,37981,53,0.10,11.500,Amanat Al Asimah,أمانة العاصمة,13
2017-07-02,Al-Hudaydah,31889,184,0.60,9.500,Al Hudaydah,الحديدة,18
2017-07-02,Hajjah,29095,288,1.00,13.100,Hajjah,حجة,17
2017-07-02,Amran,28058,144,0.50,18.300,Amran,عمران,29
2017-07-02,Sana'a,21157,103,0.50,16.900,Sana'a,صنعاء,23
2017-07-02,Ibb,19993,216,1.10,6.500,Ibb,إب,11
2017-07-02,Taizz,19079,134,0.70,6.300,Taizz,تعز,15
2017-07-02,Dhamar,15443,109,0.70,7.300,Dhamar,ذمار,20
2017-07-02,Al Mahwit,13228,101,0.80,17.400,Al Mahwit,المحويت,27
2017-07-02,Al Dhale'e,12360,57,0.50,16.400,Al Dhale'e,الضالع,30
2017-07-02,Al Bayda,8067,21,0.30,10.500,Al Bayda,البيضاء,14
2017-07-02,Aden,7939,46,0.60,8.300,Aden,عدن,24
2017-07-02,Abyan,5976,25,0.40,9.800,Abyan,أبين,12
2017-07-02,Raymah,4937,73,1.50,7.800,Raymah,ريمة,31
2017-07-02,Lahj,3597,16,0.40,3.400,Lahj,لحج,25
2017-07-02,Al_Jawf,1933,11,0.60,3.000,Al Jawf,الجوف,16
2017-07-02,Ma'areb,1048,4,0.40,2.900,Marib,مأرب,26
2017-07-02,Sa'ada,415,1,0.20,0.500,Sa'ada,صعدة,22
2017-07-02,AL Mahrah,293,1,0.30,1.800,Al Maharah,المهرة,28
2017-07-02,Shabwah,160,0,0.00,0.200,Shabwah,شبوة,21
2017-07-02,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-01,Amanat Al Asimah,36915,53,0.10,11.200,Amanat Al Asimah,أمانة العاصمة,13
2017-07-01,Al-Hudaydah,30794,177,0.60,9.200,Al Hudaydah,الحديدة,18
2017-07-01,Hajjah,27672,288,1.00,12.500,Hajjah,حجة,17
2017-07-01,Amran,27287,143,0.50,17.800,Amran,عمران,29
2017-07-01,Sana'a,20546,99,0.50,16.400,Sana'a,صنعاء,23
2017-07-01,Ibb,19194,216,1.10,6.300,Ibb,إب,11
2017-07-01,Taizz,18729,132,0.70,6.200,Taizz,تعز,15
2017-07-01,Dhamar,14708,106,0.70,6.900,Dhamar,ذمار,20
2017-07-01,Al Mahwit,12936,100,0.80,17.000,Al Mahwit,المحويت,27
2017-07-01,Al Dhale'e,11196,54,0.50,14.900,Al Dhale'e,الضالع,30
2017-07-01,Al Bayda,7866,21,0.30,10.200,Al Bayda,البيضاء,14
2017-07-01,Aden,7775,46,0.60,8.100,Aden,عدن,24
2017-07-01,Abyan,5338,24,0.40,8.700,Abyan,أبين,12
2017-07-01,Raymah,4829,71,1.50,7.600,Raymah,ريمة,31
2017-07-01,Lahj,3339,14,0.40,3.200,Lahj,لحج,25
2017-07-01,Al_Jawf,1865,10,0.50,2.900,Al Jawf,الجوف,16
2017-07-01,Ma'areb,993,4,0.40,2.800,Marib,مأرب,26
2017-07-01,Sa'ada,398,1,0.30,0.400,Sa'ada,صعدة,22
2017-07-01,AL Mahrah,284,1,0.40,1.700,Al Maharah,المهرة,28
2017-07-01,Shabwah,152,0,0.00,0.200,Shabwah,شبوة,21
2017-07-01,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-06-30,Amanat Al Asimah,36240,53,0.10,11.000,Amanat Al Asimah,أمانة العاصمة,13
2017-06-30,Al-Hudaydah,30025,172,0.60,9.000,Al Hudaydah,الحديدة,18
2017-06-30,Hajjah,27158,268,1.00,12.200,Hajjah,حجة,17
2017-06-30,Amran,26866,142,0.50,17.600,Amran,عمران,29
2017-06-30,Sana'a,20361,99,0.50,16.300,Sana'a,صنعاء,23
2017-06-30,Ibb,18663,215,1.20,6.100,Ibb,إب,11
2017-06-30,Taizz,18139,126,0.70,6.000,Taizz,تعز,15
2017-06-30,Dhamar,14006,102,0.70,6.600,Dhamar,ذمار,20
2017-06-30,Al Mahwit,12648,99,0.80,16.600,Al Mahwit,المحويت,27
2017-06-30,Al Dhale'e,11195,54,0.50,14.900,Al Dhale'e,الضالع,30
2017-06-30,Al Bayda,7641,21,0.30,9.900,Al Bayda,البيضاء,14
2017-06-30,Aden,7507,46,0.60,7.800,Aden,عدن,24
2017-06-30,Abyan,5016,23,0.50,8.200,Abyan,أبين,12
2017-06-30,Raymah,4567,67,1.50,7.200,Raymah,ريمة,31
2017-06-30,Lahj,3320,14,0.40,3.200,Lahj,لحج,25
2017-06-30,Al_Jawf,1776,10,0.60,2.700,Al Jawf,الجوف,16
2017-06-30,Ma'areb,958,4,0.40,2.700,Marib,مأرب,26
2017-06-30,Sa'ada,385,1,0.30,0.400,Sa'ada,صعدة,22
2017-06-30,AL Mahrah,268,1,0.40,1.700,Al Maharah,المهرة,28
2017-06-30,Shabwah,126,0,0.00,0.200,Shabwah,شبوة,21
2017-06-30,Moklla,2,0,0.00,0.000,#N/A,#N/A,#N/A
2017-06-29,Amanat Al Asimah,35693,53,0.10,10.800,Amanat Al Asimah,أمانة العاصمة,13
2017-06-29,Al-Hudaydah,29089,169,0.60,8.700,Al Hudaydah,الحديدة,18
2017-06-29,Amran,26847,142,0.50,17.500,Amran,عمران,29
2017-06-29,Hajjah,25335,243,1.00,11.400,Hajjah,حجة,17
2017-06-29,Sana'a,19898,99,0.50,15.900,Sana'a,صنعاء,23
2017-06-29,Ibb,17889,207,1.20,5.800,Ibb,إب,11
2017-06-29,Taizz,17636,126,0.70,5.800,Taizz,تعز,15
2017-06-29,Dhamar,13433,100,0.70,6.300,Dhamar,ذمار,20
2017-06-29,Al Mahwit,12128,97,0.80,15.900,Al Mahwit,المحويت,27
2017-06-29,Al Dhale'e,11192,54,0.50,14.900,Al Dhale'e,الضالع,30
2017-06-29,Al Bayda,7540,21,0.30,9.800,Al Bayda,البيضاء,14
2017-06-29,Aden,7315,46,0.60,7.600,Aden,عدن,24
2017-06-29,Abyan,4783,22,0.50,7.800,Abyan,أبين,12
2017-06-29,Raymah,4396,67,1.50,6.900,Raymah,ريمة,31
2017-06-29,Lahj,3026,13,0.40,2.900,Lahj,لحج,25
2017-06-29,Al_Jawf,1580,10,0.60,2.400,Al Jawf,الجوف,16
2017-06-29,Ma'areb,906,4,0.40,2.500,Marib,مأرب,26
2017-06-29,Sa'ada,372,1,0.30,0.400,Sa'ada,صعدة,22
2017-06-29,AL Mahrah,243,1,0.40,1.500,Al Maharah,المهرة,28
2017-06-29,Shabwah,126,0,0.00,0.200,Shabwah,شبوة,21
2017-06-28,Amanat Al Asimah,35060,53,0.20,10.600,Amanat Al Asimah,أمانة العاصمة,13
2017-06-28,Al-Hudaydah,28423,164,0.60,8.500,Al Hudaydah,الحديدة,18
2017-06-28,Amran,25156,140,0.60,16.400,Amran,عمران,29
2017-06-28,Hajjah,24819,223,0.90,11.200,Hajjah,حجة,17
2017-06-28,Sana'a,19130,98,0.50,15.300,Sana'a,صنعاء,23
2017-06-28,Taizz,17265,123,0.70,5.700,Taizz,تعز,15
2017-06-28,Ibb,17135,206,1.20,5.600,Ibb,إب,11
2017-06-28,Dhamar,12837,100,0.80,6.100,Dhamar,ذمار,20
2017-06-28,Al Mahwit,11763,96,0.80,15.500,Al Mahwit,المحويت,27
2017-06-28,Al Dhale'e,10610,54,0.50,14.100,Al Dhale'e,الضالع,30
2017-06-28,Al Bayda,7345,19,0.30,9.500,Al Bayda,البيضاء,14
2017-06-28,Aden,7007,46,0.70,7.300,Aden,عدن,24
2017-06-28,Abyan,4513,22,0.50,7.400,Abyan,أبين,12
2017-06-28,Raymah,4202,66,1.60,6.600,Raymah,ريمة,31
2017-06-28,Lahj,3014,13,0.40,2.900,Lahj,لحج,25
2017-06-28,Al_Jawf,1577,10,0.60,2.400,Al Jawf,الجوف,16
2017-06-28,Ma'areb,805,4,0.50,2.200,Marib,مأرب,26
2017-06-28,Sa'ada,346,1,0.30,0.400,Sa'ada,صعدة,22
2017-06-28,AL Mahrah,243,1,0.40,1.500,Al Maharah,المهرة,28
2017-06-28,Shabwah,114,0,0.00,0.200,Shabwah,شبوة,21
2017-06-27,Amanat Al Asimah,34312,53,0.20,10.400,Amanat Al Asimah,أمانة العاصمة,13
2017-06-27,Al-Hudaydah,27821,164,0.60,8.300,Al Hudaydah,الحديدة,18
2017-06-27,Hajjah,24580,223,9.00,11.100,Hajjah,حجة,17
2017-06-27,Amran,24373,139,0.60,15.900,Amran,عمران,29
2017-06-27,Sana'a,18672,98,0.50,14.900,Sana'a,صنعاء,23
2017-06-27,Taizz,17042,121,0.70,5.600,Taizz,تعز,15
2017-06-27,Ibb,16662,197,1.20,5.400,Ibb,إب,11
2017-06-27,Dhamar,12337,96,0.80,5.800,Dhamar,ذمار,20
2017-06-27,Al Mahwit,11320,95,0.80,14.900,Al Mahwit,المحويت,27
2017-06-27,Al Dhale'e,10183,52,0.50,13.500,Al Dhale'e,الضالع,30
2017-06-27,Al Bayda,7210,19,0.30,9.400,Al Bayda,البيضاء,14
2017-06-27,Aden,6757,44,0.70,7.100,Aden,عدن,24
2017-06-27,Abyan,4092,22,0.50,6.700,Abyan,أبين,12
2017-06-27,Raymah,3941,64,1.60,6.200,Raymah,ريمة,31
2017-06-27,Lahj,2794,13,0.50,2.700,Lahj,لحج,25
2017-06-27,Al_Jawf,1440,10,0.70,2.200,Al Jawf,الجوف,16
2017-06-27,Ma'areb,805,4,0.50,2.200,Marib,مأرب,26
2017-06-27,Sa'ada,324,1,0.30,0.400,Sa'ada,صعدة,22
2017-06-27,AL Mahrah,229,1,0.40,1.400,Al Maharah,المهرة,28
2017-06-27,Shabwah,95,0,0.00,0.100,Shabwah,شبوة,21
2017-06-26,Amanat Al Asimah,33349,53,0.20,10.100,Amanat Al Asimah,أمانة العاصمة,13
2017-06-26,Al-Hudaydah,26893,160,0.60,8.000,Al Hudaydah,الحديدة,18
2017-06-26,Hajjah,24566,223,0.90,11.100,Hajjah,حجة,17
2017-06-26,Amran,23402,137,0.60,15.300,Amran,عمران,29
2017-06-26,Sana'a,18145,97,0.50,14.500,Sana'a,صنعاء,23
2017-06-26,Ibb,16489,193,1.20,5.400,Ibb,إب,11
2017-06-26,Taizz,16388,121,0.70,5.400,Taizz,تعز,15
2017-06-26,Dhamar,11742,94,0.80,5.500,Dhamar,ذمار,20
2017-06-26,Al Mahwit,10892,93,0.90,14.300,Al Mahwit,المحويت,27
2017-06-26,Al Dhale'e,9746,51,0.50,12.900,Al Dhale'e,الضالع,30
2017-06-26,Al Bayda,7210,19,0.30,9.400,Al Bayda,البيضاء,14
2017-06-26,Aden,6469,44,0.70,6.800,Aden,عدن,24
2017-06-26,Abyan,4086,22,0.50,6.700,Abyan,أبين,12
2017-06-26,Raymah,3935,64,1.60,6.200,Raymah,ريمة,31
2017-06-26,Lahj,2779,13,0.50,2.600,Lahj,لحج,25
2017-06-26,Al_Jawf,1388,10,0.70,2.100,Al Jawf,الجوف,16
2017-06-26,Ma'areb,728,4,0.50,2.000,Marib,مأرب,26
2017-06-26,Sa'ada,297,1,0.30,0.300,Sa'ada,صعدة,22
2017-06-26,AL Mahrah,214,1,0.50,1.300,Al Maharah,المهرة,28
2017-06-26,Shabwah,80,0,0.00,0.100,Shabwah,شبوة,21
2017-06-25,Amanat Al Asimah,32812,53,0.20,9.900,Amanat Al Asimah,أمانة العاصمة,13
2017-06-25,Al-Hudaydah,26256,159,0.60,7.800,Al Hudaydah,الحديدة,18
2017-06-25,Hajjah,23550,213,0.90,10.600,Hajjah,حجة,17
2017-06-25,Amran,22830,133,0.60,14.900,Amran,عمران,29
2017-06-25,Sana'a,17418,95,0.50,13.900,Sana'a,صنعاء,23
2017-06-25,Ibb,16236,191,1.20,5.300,Ibb,إب,11
2017-06-25,Taizz,15995,120,0.80,5.300,Taizz,تعز,15
2017-06-25,Dhamar,11251,92,0.80,5.300,Dhamar,ذمار,20
2017-06-25,Al Mahwit,10500,89,0.80,13.800,Al Mahwit,المحويت,27
2017-06-25,Al Dhale'e,9171,49,0.50,12.200,Al Dhale'e,الضالع,30
2017-06-25,Al Bayda,7034,19,0.30,9.100,Al Bayda,البيضاء,14
2017-06-25,Aden,6205,42,0.70,6.500,Aden,عدن,24
2017-06-25,Abyan,3955,22,0.60,6.500,Abyan,أبين,12
2017-06-25,Raymah,3856,63,1.60,6.100,Raymah,ريمة,31
2017-06-25,Lahj,2503,12,0.50,2.400,Lahj,لحج,25
2017-06-25,Al_Jawf,1302,10,0.80,2.000,Al Jawf,الجوف,16
2017-06-25,Ma'areb,696,4,0.60,1.900,Marib,مأرب,26
2017-06-25,Sa'ada,276,1,0.40,0.300,Sa'ada,صعدة,22
2017-06-25,AL Mahrah,201,1,0.50,1.200,Al Maharah,المهرة,28
