Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov English,COD Gov Arabic,COD Gov Pcode
2017-06-25,Shabwah,70,0,0.00,0.100,Shabwah,شبوة,21
2017-06-24,Amanat Al Asimah,32455,53,0.20,9.800,Amanat Al Asimah,أمانة العاصمة,13
2017-06-24,Al-Hudaydah,25771,157,0.60,7.700,Al Hudaydah,الحديدة,18
2017-06-24,Hajjah,23400,201,0.90,10.500,Hajjah,حجة,17
2017-06-24,Amran,22089,133,0.60,14.400,Amran,عمران,29
2017-06-24,Sana'a,17134,95,0.60,13.700,Sana'a,صنعاء,23
2017-06-24,Taizz,15817,120,0.80,5.200,Taizz,تعز,15
2017-06-24,Ibb,15785,187,1.20,5.100,Ibb,إب,11
2017-06-24,Dhamar,10894,92,0.80,5.100,Dhamar,ذمار,20
2017-06-24,Al Mahwit,10305,88,0.90,13.500,Al Mahwit,المحويت,27
2017-06-24,Al Dhale'e,8896,46,0.50,11.800,Al Dhale'e,الضالع,30
2017-06-24,Al Bayda,6920,18,0.30,9.000,Al Bayda,البيضاء,14
2017-06-24,Aden,6048,41,0.70,6.300,Aden,عدن,24
2017-06-24,Abyan,3953,22,0.60,6.500,Abyan,أبين,12
2017-06-24,Raymah,3852,63,1.60,6.100,Raymah,ريمة,31
2017-06-24,Lahj,2496,12,0.50,2.400,Lahj,لحج,25
2017-06-24,Al_Jawf,1190,10,0.80,1.800,Al Jawf,الجوف,16
2017-06-24,Ma'areb,683,4,0.60,1.900,Marib,مأرب,26
2017-06-24,Sa'ada,253,1,0.40,0.300,Sa'ada,صعدة,22
2017-06-24,AL Mahrah,192,1,0.50,1.200,Al Maharah,المهرة,28
2017-06-24,Shabwah,70,0,0.00,0.100,Shabwah,شبوة,21
2017-06-23,Amanat Al Asimah,31660,53,0.20,9.600,Amanat Al Asimah,أمانة العاصمة,13
2017-06-23,Al-Hudaydah,24876,155,0.60,7.400,Al Hudaydah,الحديدة,18
2017-06-23,Hajjah,21800,195,0.90,9.800,Hajjah,حجة,17
2017-06-23,Amran,21426,133,0.60,14.000,Amran,عمران,29
2017-06-23,Sana'a,16641,95,0.60,13.300,Sana'a,صنعاء,23
2017-06-23,Taizz,15360,115,0.70,5.100,Taizz,تعز,15
2017-06-23,Ibb,15093,186,1.20,4.900,Ibb,إب,11
2017-06-23,Dhamar,10654,90,0.80,5.000,Dhamar,ذمار,20
2017-06-23,Al Mahwit,10035,77,0.80,13.200,Al Mahwit,المحويت,27
2017-06-23,Al Dhale'e,8445,41,0.50,11.200,Al Dhale'e,الضالع,30
2017-06-23,Al Bayda,6752,18,0.30,8.800,Al Bayda,البيضاء,14
2017-06-23,Aden,5799,41,0.70,6.100,Aden,عدن,24
2017-06-23,Abyan,3762,21,0.60,6.200,Abyan,أبين,12
2017-06-23,Raymah,3747,63,1.70,5.900,Raymah,ريمة,31
2017-06-23,Lahj,2170,12,0.60,2.100,Lahj,لحج,25
2017-06-23,Al_Jawf,1070,9,0.80,1.600,Al Jawf,الجوف,16
2017-06-23,Ma'areb,629,4,0.60,1.700,Marib,مأرب,26
2017-06-23,Sa'ada,253,1,0.40,0.300,Sa'ada,صعدة,22
2017-06-23,AL Mahrah,178,1,0.60,1.100,Al Maharah,المهرة,28
2017-06-23,Shabwah,70,0,0.00,0.100,Shabwah,شبوة,21
2017-06-22,Amanat Al Asimah,30882,53,0.20,0.930,Amanat Al Asimah,أمانة العاصمة,13
2017-06-22,Al-Hudaydah,23944,137,0.60,0.720,Al Hudaydah,الحديدة,18
2017-06-22,Amran,20703,131,0.60,1.350,Amran,عمران,29
2017-06-22,Hajjah,20206,188,0.90,0.910,Hajjah,حجة,17
2017-06-22,Sana'a,16155,92,0.60,1.290,Sana'a,صنعاء,23
2017-06-22,Taizz,15084,111,0.70,0.500,Taizz,تعز,15
2017-06-22,Ibb,14778,183,1.20,0.480,Ibb,إب,11
2017-06-22,Dhamar,10234,87,0.90,0.480,Dhamar,ذمار,20
2017-06-22,Al Mahwit,9744,77,0.80,1.280,Al Mahwit,المحويت,27
2017-06-22,Al Dhale'e,7593,39,0.50,1.010,Al Dhale'e,الضالع,30
2017-06-22,Al Bayda,6667,18,0.30,0.870,Al Bayda,البيضاء,14
2017-06-22,Aden,5634,40,0.70,0.590,Aden,عدن,24
2017-06-22,Abyan,3635,21,0.60,0.590,Abyan,أبين,12
2017-06-22,Raymah,3485,61,1.80,0.550,Raymah,ريمة,31
2017-06-22,Lahj,2163,12,0.60,0.210,Lahj,لحج,25
2017-06-22,Al_Jawf,1006,9,0.90,0.160,Al Jawf,الجوف,16
2017-06-22,Ma'areb,594,4,0.70,0.170,Marib,مأرب,26
2017-06-22,Sa'ada,253,1,0.40,0.030,Sa'ada,صعدة,22
2017-06-22,AL Mahrah,165,1,0.60,0.100,Al Maharah,المهرة,28
2017-06-22,Shabwah,58,0,0.00,0.010,Shabwah,شبوة,21
2017-06-21,Amanat Al Asimah,30178,53,0.20,9.100,Amanat Al Asimah,أمانة العاصمة,13
2017-06-21,Al-Hudaydah,22894,125,0.50,6.800,Al Hudaydah,الحديدة,18
2017-06-21,Amran,19965,129,0.60,13.100,Amran,عمران,29
2017-06-21,Hajjah,18951,187,1.00,8.500,Hajjah,حجة,17
2017-06-21,Sana'a,15251,87,0.60,12.200,Sana'a,صنعاء,23
2017-06-21,Taizz,14513,108,0.70,4.800,Taizz,تعز,15
2017-06-21,Ibb,14088,178,1.30,4.600,Ibb,إب,11
2017-06-21,Dhamar,9815,86,0.90,4.600,Dhamar,ذمار,20
2017-06-21,Al Mahwit,9466,77,0.80,12.400,Al Mahwit,المحويت,27
2017-06-21,Al Dhale'e,7582,39,0.50,10.100,Al Dhale'e,الضالع,30
2017-06-21,Al Bayda,6503,18,0.30,8.400,Al Bayda,البيضاء,14
2017-06-21,Aden,5470,40,0.70,5.700,Aden,عدن,24
2017-06-21,Abyan,3309,21,0.60,5.400,Abyan,أبين,12
2017-06-21,Raymah,3306,59,1.80,5.200,Raymah,ريمة,31
2017-06-21,Lahj,2147,12,0.60,2.000,Lahj,لحج,25
2017-06-21,Al_Jawf,934,9,1.00,1.400,Al Jawf,الجوف,16
2017-06-21,Ma'areb,517,3,0.60,1.400,Marib,مأرب,26
2017-06-21,Sa'ada,210,1,0.50,0.200,Sa'ada,صعدة,22
2017-06-21,AL Mahrah,151,1,0.70,0.900,Al Maharah,المهرة,28
2017-06-21,Shabwah,51,0,0.00,0.100,Shabwah,شبوة,21
2017-06-20,Amanat Al Asimah,29229,52,0.20,8.800,Amanat Al Asimah,أمانة العاصمة,13
2017-06-20,Al-Hudaydah,21938,117,0.50,6.600,Al Hudaydah,الحديدة,18
2017-06-20,Amran,19147,127,0.70,12.500,Amran,عمران,29
2017-06-20,Hajjah,18715,186,1.00,8.400,Hajjah,حجة,17
2017-06-20,Sana'a,15040,86,0.60,12.000,Sana'a,صنعاء,23
2017-06-20,Taizz,14113,102,0.70,4.700,Taizz,تعز,15
2017-06-20,Ibb,13865,174,1.30,4.500,Ibb,إب,11
2017-06-20,Dhamar,9340,85,0.90,4.400,Dhamar,ذمار,20
2017-06-20,Al Mahwit,9214,77,0.80,12.100,Al Mahwit,المحويت,27
2017-06-20,Al Dhale'e,7201,38,0.50,9.600,Al Dhale'e,الضالع,30
2017-06-20,Al Bayda,6087,18,0.30,7.900,Al Bayda,البيضاء,14
2017-06-20,Aden,5272,39,0.70,5.500,Aden,عدن,24
2017-06-20,Abyan,3305,21,0.60,5.400,Abyan,أبين,12
2017-06-20,Raymah,3199,58,1.80,5.000,Raymah,ريمة,31
2017-06-20,Lahj,2138,12,0.60,2.000,Lahj,لحج,25
2017-06-20,Al_Jawf,905,9,1.00,1.400,Al Jawf,الجوف,16
2017-06-20,Ma'areb,485,3,0.60,1.300,Marib,مأرب,26
2017-06-20,Sa'ada,165,0,0.00,0.200,Sa'ada,صعدة,22
2017-06-20,AL Mahrah,139,1,0.70,0.900,Al Maharah,المهرة,28
2017-06-20,Shabwah,51,0,0.00,0.100,Shabwah,شبوة,21
2017-06-19,Amanat Al Asimah,27825,51,0.20,8.400,Amanat Al Asimah,أمانة العاصمة,13
2017-06-19,Al-Hudaydah,21025,112,0.50,6.300,Al Hudaydah,الحديدة,18
2017-06-19,Amran,18311,123,0.70,12.000,Amran,عمران,29
2017-06-19,Hajjah,17439,181,1.00,7.900,Hajjah,حجة,17
2017-06-19,Sana'a,14646,83,0.60,11.700,Sana'a,صنعاء,23
2017-06-19,Taizz,13532,99,0.70,4.500,Taizz,تعز,15
2017-06-19,Ibb,13383,171,1.30,4.400,Ibb,إب,11
2017-06-19,Al Mahwit,9116,77,0.80,12.000,Al Mahwit,المحويت,27
2017-06-19,Dhamar,8902,84,0.90,4.200,Dhamar,ذمار,20
2017-06-19,Al Dhale'e,7041,36,0.50,9.300,Al Dhale'e,الضالع,30
2017-06-19,Al Bayda,6085,18,0.30,7.900,Al Bayda,البيضاء,14
2017-06-19,Aden,5053,38,0.80,5.300,Aden,عدن,24
2017-06-19,Abyan,3304,21,0.60,5.400,Abyan,أبين,12
2017-06-19,Raymah,3024,55,1.80,4.800,Raymah,ريمة,31
2017-06-19,Lahj,1925,8,0.40,1.800,Lahj,لحج,25
2017-06-19,Al_Jawf,856,9,1.10,1.300,Al Jawf,الجوف,16
2017-06-19,Ma'areb,485,3,0.60,1.300,Marib,مأرب,26
2017-06-19,Sa'ada,164,0,0.00,0.200,Sa'ada,صعدة,22
2017-06-19,AL Mahrah,123,1,0.80,0.800,Al Maharah,المهرة,28
2017-06-19,Shabwah,47,0,0.00,0.100,Shabwah,شبوة,21
2017-06-18,Amanat Al Asimah,27134,51,0.20,8.200,Amanat Al Asimah,أمانة العاصمة,13
2017-06-18,Al-Hudaydah,20182,110,0.50,6.030,Al Hudaydah,الحديدة,18
2017-06-18,Amran,17561,120,0.70,11.480,Amran,عمران,29
2017-06-18,Hajjah,17431,181,1.00,7.850,Hajjah,حجة,17
2017-06-18,Sana'a,14149,83,0.60,11.310,Sana'a,صنعاء,23
2017-06-18,Taizz,13194,92,0.70,4.350,Taizz,تعز,15
2017-06-18,Ibb,12832,163,1.30,4.190,Ibb,إب,11
2017-06-18,Al Mahwit,8822,77,0.90,11.600,Al Mahwit,المحويت,27
2017-06-18,Dhamar,8489,81,1.00,4.000,Dhamar,ذمار,20
2017-06-18,Al Dhale'e,6802,36,0.50,9.030,Al Dhale'e,الضالع,30
2017-06-18,Al Bayda,5963,18,0.30,7.740,Al Bayda,البيضاء,14
2017-06-18,Aden,4699,37,0.80,4.910,Aden,عدن,24
2017-06-18,Abyan,3194,21,0.70,5.220,Abyan,أبين,12
2017-06-18,Raymah,3019,55,1.80,4.760,Raymah,ريمة,31
2017-06-18,Lahj,1900,8,0.40,1.810,Lahj,لحج,25
2017-06-18,Al_Jawf,841,9,1.10,1.300,Al Jawf,الجوف,16
2017-06-18,Ma'areb,456,3,0.70,1.270,Marib,مأرب,26
2017-06-18,Sa'ada,163,0,0.00,0.180,Sa'ada,صعدة,22
2017-06-18,AL Mahrah,110,1,0.90,0.680,Al Maharah,المهرة,28
2017-06-18,Shabwah,35,0,0.00,0.050,Shabwah,شبوة,21
2017-06-17,Amanat Al Asimah,26126,49,0.20,7.900,Amanat Al Asimah,أمانة العاصمة,13
2017-06-17,Al-Hudaydah,19181,106,0.60,5.730,Al Hudaydah,الحديدة,18
2017-06-17,Amran,16832,115,0.70,11.000,Amran,عمران,29
2017-06-17,Hajjah,16655,181,1.10,7.500,Hajjah,حجة,17
2017-06-17,Sana'a,13690,78,0.60,10.940,Sana'a,صنعاء,23
2017-06-17,Taizz,12655,91,0.70,4.170,Taizz,تعز,15
2017-06-17,Ibb,11911,151,1.30,3.890,Ibb,إب,11
2017-06-17,Al Mahwit,8535,77,0.90,11.220,Al Mahwit,المحويت,27
2017-06-17,Dhamar,8082,80,1.00,3.810,Dhamar,ذمار,20
2017-06-17,Al Dhale'e,5999,31,0.50,7.960,Al Dhale'e,الضالع,30
2017-06-17,Al Bayda,5963,18,0.30,7.740,Al Bayda,البيضاء,14
2017-06-17,Aden,4484,37,0.80,4.690,Aden,عدن,24
2017-06-17,Abyan,3094,21,0.70,5.060,Abyan,أبين,12
2017-06-17,Raymah,2688,45,1.70,4.240,Raymah,ريمة,31
2017-06-17,Lahj,1586,8,0.50,1.510,Lahj,لحج,25
2017-06-17,Al_Jawf,796,9,1.10,1.230,Al Jawf,الجوف,16
2017-06-17,Ma'areb,407,3,0.70,1.130,Marib,مأرب,26
2017-06-17,Sa'ada,158,0,0.00,0.180,Sa'ada,صعدة,22
2017-06-17,AL Mahrah,100,0,0.00,0.620,Al Maharah,المهرة,28
2017-06-17,Shabwah,18,0,0.00,0.030,Shabwah,شبوة,21
2017-06-14,Amanat Al Asimah,23436,47,0.20,7.080,Amanat Al Asimah,أمانة العاصمة,13
2017-06-14,Al-Hudaydah,16467,95,0.60,4.920,Al Hudaydah,الحديدة,18
2017-06-14,Amran,14937,112,0.70,9.760,Amran,عمران,29
2017-06-14,Hajjah,14466,146,1.00,6.520,Hajjah,حجة,17
2017-06-14,Sana'a,12225,73,6.00,9.770,Sana'a,صنعاء,23
2017-06-14,Taizz,11264,79,0.70,3.710,Taizz,تعز,15
2017-06-14,Ibb,10323,138,1.30,3.370,Ibb,إب,11
2017-06-14,Al Mahwit,7815,72,0.90,10.270,Al Mahwit,المحويت,27
2017-06-14,Dhamar,6847,69,1.00,3.230,Dhamar,ذمار,20
2017-06-14,Al Bayda,5477,18,0.30,7.110,Al Bayda,البيضاء,14
2017-06-14,Al Dhale'e,5107,29,0.60,6.780,Al Dhale'e,الضالع,30
2017-06-14,Aden,3649,31,0.80,3.810,Aden,عدن,24
2017-06-14,Abyan,2771,21,0.80,4.530,Abyan,أبين,12
2017-06-14,Raymah,2546,42,1.60,4.020,Raymah,ريمة,31
2017-06-14,Lahj,1476,8,0.50,1.400,Lahj,لحج,25
2017-06-14,Al_Jawf,718,8,1.10,1.110,Al Jawf,الجوف,16
2017-06-14,Ma'areb,357,1,0.30,0.990,Marib,مأرب,26
2017-06-14,Sa'ada,139,0,0.00,0.160,Sa'ada,صعدة,22
2017-06-14,AL Mahrah,78,0,0.00,0.480,Al Maharah,المهرة,28
2017-06-14,Shabwah,18,0,0.00,0.030,Shabwah,شبوة,21
2017-06-13,Amanat Al Asimah,22661,47,0.20,6.850,Amanat Al Asimah,أمانة العاصمة,13
2017-06-13,Al-Hudaydah,15642,94,0.60,4.680,Al Hudaydah,الحديدة,18
2017-06-13,Hajjah,14453,146,1.00,6.510,Hajjah,حجة,17
2017-06-13,Amran,14350,109,0.80,9.380,Amran,عمران,29
2017-06-13,Sana'a,11836,71,0.60,9.460,Sana'a,صنعاء,23
2017-06-13,Taizz,10710,77,0.70,3.530,Taizz,تعز,15
2017-06-13,Ibb,9996,136,1.40,3.260,Ibb,إب,11
2017-06-13,Al Mahwit,7634,70,0.90,10.040,Al Mahwit,المحويت,27
2017-06-13,Dhamar,6555,67,1.00,3.090,Dhamar,ذمار,20
2017-06-13,Al Bayda,5247,18,0.30,6.810,Al Bayda,البيضاء,14
2017-06-13,Al Dhale'e,5030,29,0.60,6.680,Al Dhale'e,الضالع,30
2017-06-13,Aden,3648,31,0.80,3.810,Aden,عدن,24
2017-06-13,Abyan,2675,21,0.80,4.380,Abyan,أبين,12
2017-06-13,Raymah,2281,41,1.80,3.600,Raymah,ريمة,31
2017-06-13,Lahj,1241,8,0.60,1.180,Lahj,لحج,25
2017-06-13,Al_Jawf,687,8,1.20,1.060,Al Jawf,الجوف,16
2017-06-13,Ma'areb,335,1,0.30,0.930,Marib,مأرب,26
2017-06-13,Sa'ada,138,0,0.00,0.160,Sa'ada,صعدة,22
2017-06-13,AL Mahrah,70,0,0.00,0.430,Al Maharah,المهرة,28
2017-06-13,Shabwah,18,0,0.00,0.030,Shabwah,شبوة,21
2017-06-12,Amanat Al Asimah,22113,42,0.20,6.680,Amanat Al Asimah,أمانة العاصمة,13
2017-06-12,Al-Hudaydah,14729,87,0.60,4.400,Al Hudaydah,الحديدة,18
2017-06-12,Amran,13828,106,0.80,9.040,Amran,عمران,29
2017-06-12,Hajjah,13626,146,1.10,6.140,Hajjah,حجة,17
2017-06-12,Sana'a,11142,69,0.60,8.910,Sana'a,صنعاء,23
2017-06-12,Taizz,9711,73,0.80,3.200,Taizz,تعز,15
2017-06-12,Ibb,9490,134,1.40,3.100,Ibb,إب,11
2017-06-12,Al Mahwit,7405,70,0.90,9.730,Al Mahwit,المحويت,27
2017-06-12,Dhamar,6314,61,1.00,2.980,Dhamar,ذمار,20
2017-06-12,Al Bayda,5048,18,0.40,6.550,Al Bayda,البيضاء,14
2017-06-12,Al Dhale'e,4857,26,0.50,6.450,Al Dhale'e,الضالع,30
2017-06-12,Aden,3648,31,0.80,3.810,Aden,عدن,24
2017-06-12,Abyan,2611,21,0.80,4.270,Abyan,أبين,12
2017-06-12,Raymah,2257,41,1.80,3.560,Raymah,ريمة,31
2017-06-12,Lahj,1239,8,0.60,1.180,Lahj,لحج,25
2017-06-12,Al_Jawf,646,8,1.20,1.000,Al Jawf,الجوف,16
2017-06-12,Ma'areb,319,1,0.30,0.890,Marib,مأرب,26
2017-06-12,Sa'ada,138,0,0.00,0.160,Sa'ada,صعدة,22
2017-06-12,AL Mahrah,46,0,0.00,0.280,Al Maharah,المهرة,28
2017-06-12,Shabwah,18,0,0.00,0.030,Shabwah,شبوة,21
2017-06-10,Amanat Al Asimah,21538,41,0.20,6.510,Amanat Al Asimah,أمانة العاصمة,13
2017-06-10,Al-Hudaydah,14107,87,0.60,4.220,Al Hudaydah,الحديدة,18
2017-06-10,Hajjah,13279,146,1.10,5.980,Hajjah,حجة,17
2017-06-10,Amran,13148,105,0.80,8.590,Amran,عمران,29
2017-06-10,Sana'a,10963,69,0.60,8.760,Sana'a,صنعاء,23
2017-06-10,Taizz,9172,68,0.70,3.020,Taizz,تعز,15
2017-06-10,Ibb,8623,129,1.50,2.810,Ibb,إب,11
2017-06-10,Al Mahwit,7126,70,1.00,9.370,Al Mahwit,المحويت,27
2017-06-10,Dhamar,6031,60,1.00,2.840,Dhamar,ذمار,20
2017-06-10,Al Bayda,4933,18,0.40,6.410,Al Bayda,البيضاء,14
2017-06-10,Al Dhale'e,4700,25,0.50,6.240,Al Dhale'e,الضالع,30
2017-06-10,Aden,3648,31,0.80,3.810,Aden,عدن,24
2017-06-10,Abyan,2480,21,0.80,4.060,Abyan,أبين,12
2017-06-10,Raymah,2099,37,1.80,3.310,Raymah,ريمة,31
2017-06-10,Lahj,1042,8,0.80,0.990,Lahj,لحج,25
2017-06-10,Al_Jawf,618,7,1.10,0.950,Al Jawf,الجوف,16
2017-06-10,Ma'areb,295,1,0.30,0.820,Marib,مأرب,26
2017-06-10,Sa'ada,136,0,0.00,0.150,Sa'ada,صعدة,22
2017-06-10,AL Mahrah,46,0,0.00,0.280,Al Maharah,المهرة,28
2017-06-10,Shabwah,18,0,0.00,0.030,Shabwah,شبوة,21
2017-06-07,Amanat Al Asimah,18887,39,0.20,5.710,Amanat Al Asimah,أمانة العاصمة,13
2017-06-07,Hajjah,11224,130,1.20,5.060,Hajjah,حجة,17
2017-06-07,Al-Hudaydah,11128,74,0.70,3.330,Al Hudaydah,الحديدة,18
2017-06-07,Amran,11124,94,0.80,7.270,Amran,عمران,29
2017-06-07,Sana'a,9194,59,0.60,7.350,Sana'a,صنعاء,23
2017-06-07,Taizz,7227,55,0.80,2.380,Taizz,تعز,15
2017-06-07,Al Mahwit,6196,68,1.10,8.140,Al Mahwit,المحويت,27
2017-06-07,Ibb,6041,111,1.80,1.970,Ibb,إب,11
2017-06-07,Dhamar,4845,55,1.10,2.280,Dhamar,ذمار,20
2017-06-07,Al Bayda,4250,14,0.30,5.520,Al Bayda,البيضاء,14
2017-06-07,Al Dhale'e,3428,19,0.60,4.550,Al Dhale'e,الضالع,30
2017-06-07,Aden,2961,23,0.80,3.100,Aden,عدن,24
2017-06-07,Abyan,2171,17,0.80,3.550,Abyan,أبين,12
2017-06-07,Raymah,1525,25,1.60,2.410,Raymah,ريمة,31
2017-06-07,Lahj,724,5,0.70,0.690,Lahj,لحج,25
2017-06-07,Al_Jawf,513,5,1.00,0.790,Al Jawf,الجوف,16
2017-06-07,Ma'areb,245,1,0.40,0.680,Marib,مأرب,26
2017-06-07,Sa'ada,125,0,0.00,0.140,Sa'ada,صعدة,22
2017-06-07,Shabwah,12,0,0.00,0.020,Shabwah,شبوة,21
2017-06-04,Amanat Al Asimah,16386,37,0.20,4.950,Amanat Al Asimah,أمانة العاصمة,13
2017-06-04,Hajjah,9864,102,1.00,4.440,Hajjah,حجة,17
2017-06-04,Amran,9500,90,0.90,6.210,Amran,عمران,29
2017-06-04,Al-Hudaydah,9330,59,0.60,2.790,Al Hudaydah,الحديدة,18
2017-06-04,Sana'a,7992,56,0.70,6.390,Sana'a,صنعاء,23
2017-06-04,Taizz,5608,48,0.90,1.850,Taizz,تعز,15
2017-06-04,Al Mahwit,5514,63,1.10,7.250,Al Mahwit,المحويت,27
2017-06-04,Ibb,4274,85,2.00,1.390,Ibb,إب,11
2017-06-04,Dhamar,4060,52,1.30,1.910,Dhamar,ذمار,20
2017-06-04,Al Bayda,3837,13,0.30,4.980,Al Bayda,البيضاء,14
2017-06-04,Aden,2960,23,0.80,3.090,Aden,عدن,24
2017-06-04,Al Dhale'e,2802,14,0.50,3.720,Al Dhale'e,الضالع,30
2017-06-04,Abyan,1920,16,0.80,3.140,Abyan,أبين,12
2017-06-04,Raymah,1141,15,1.30,1.800,Raymah,ريمة,31
2017-06-04,Lahj,520,2,0.40,0.490,Lahj,لحج,25
2017-06-04,Al_Jawf,433,5,1.20,0.670,Al Jawf,الجوف,16
2017-06-04,Ma'areb,151,1,0.70,0.420,Marib,مأرب,26
2017-06-04,Sa'ada,118,0,0.00,0.130,Sa'ada,صعدة,22
2017-06-04,Shabwah,12,0,0.00,0.020,Shabwah,شبوة,21
2017-05-30,Amanat Al Asimah,13700,36,0.30,4.140,Amanat Al Asimah,أمانة العاصمة,13
2017-05-30,Hajjah,7143,70,1.00,3.220,Hajjah,حجة,17
2017-05-30,Amran,6977,76,1.10,4.560,Amran,عمران,29
2017-05-30,Al-Hudaydah,6865,41,0.60,2.050,Al Hudaydah,الحديدة,18
2017-05-30,Sana'a,6224,50,0.80,4.980,Sana'a,صنعاء,23
2017-05-30,Al Mahwit,4246,50,1.20,1.450,Al Mahwit,المحويت,27
2017-05-30,Taizz,4399,38,0.90,5.580,Taizz,تعز,15
2017-05-30,Dhamar,3033,44,1.50,4.070,Dhamar,ذمار,20
2017-05-30,Al Bayda,3136,11,0.40,1.430,Al Bayda,البيضاء,14
2017-05-30,Al Dhale'e,2371,11,0.50,0.840,Al Dhale'e,الضالع,30
2017-05-30,Ibb,2567,57,2.20,3.150,Ibb,إب,11
2017-05-30,Abyan,1587,16,1.00,2.600,Abyan,أبين,12
2017-05-30,Aden,1171,16,1.40,1.220,Aden,عدن,24
2017-05-30,Raymah,902,9,1.00,1.420,Raymah,ريمة,31
2017-05-30,Lahj,471,2,0.40,0.450,Lahj,لحج,25
2017-05-30,Al_Jawf,334,4,1.20,0.510,Al Jawf,الجوف,16
2017-05-30,Ma'areb,114,1,0.90,0.320,Marib,مأرب,26
2017-05-30,Sa'ada,106,0,0.00,0.120,Sa'ada,صعدة,22
2017-05-30,Shabwah,11,0,0.00,0.020,Shabwah,شبوة,21
2017-05-27,Amanat Al Asimah,12544,36,0.30,3.790,Amanat Al Asimah,أمانة العاصمة,13
2017-05-27,Hajjah,5980,62,1.00,2.690,Hajjah,حجة,17
2017-05-27,Amran,5972,57,1.00,3.900,Amran,عمران,29
2017-05-27,Sana'a,5383,46,0.90,4.300,Sana'a,صنعاء,23
2017-05-27,Al Mahwit,3594,45,1.30,4.720,Al Mahwit,المحويت,27
2017-05-27,Taizz,3394,30,0.90,1.120,Taizz,تعز,15
2017-05-27,Al Bayda,2536,8,0.30,3.290,Al Bayda,البيضاء,14
2017-05-27,Dhamar,2507,41,1.60,1.180,Dhamar,ذمار,20
2017-05-27,Al-Hudaydah,2463,40,1.60,0.740,Al Hudaydah,الحديدة,18
2017-05-27,Ibb,2177,57,2.60,0.710,Ibb,إب,11
2017-05-27,Al Dhale'e,1919,9,0.50,2.550,Al Dhale'e,الضالع,30
2017-05-27,Abyan,1365,15,1.10,2.230,Abyan,أبين,12
2017-05-27,Aden,793,12,1.50,0.830,Aden,عدن,24
2017-05-27,Raymah,761,8,1.10,1.200,Raymah,ريمة,31
2017-05-27,Lahj,328,1,0.30,0.310,Lahj,لحج,25
2017-05-27,Al_Jawf,271,3,1.10,0.420,Al Jawf,الجوف,16
2017-05-27,Sa'ada,86,0,0.00,0.100,Sa'ada,صعدة,22
2017-05-27,Ma'areb,59,1,1.70,0.160,Marib,مأرب,26
2017-05-27,Shabwah,8,0,0.00,0.010,Shabwah,شبوة,21
2017-05-22,Amanat Al Asimah,9216,33,0.40,2.790,Amanat Al Asimah,أمانة العاصمة,13
2017-05-22,Hajjah,4664,42,0.90,2.100,Hajjah,حجة,17
2017-05-22,Sana'a,3815,39,1.00,3.050,Sana'a,صنعاء,23
2017-05-22,Amran,3743,45,1.20,2.450,Amran,عمران,29
2017-05-22,Al Mahwit,2486,34,1.40,3.270,Al Mahwit,المحويت,27
2017-05-22,Taizz,1791,23,1.30,0.590,Taizz,تعز,15
2017-05-22,Dhamar,1617,33,2.00,0.760,Dhamar,ذمار,20
2017-05-22,Al Bayda,1498,6,0.40,1.950,Al Bayda,البيضاء,14
2017-05-22,Al Dhale'e,1401,8,0.60,1.860,Al Dhale'e,الضالع,30
2017-05-22,Al-Hudaydah,1397,32,2.30,0.420,Al Hudaydah,الحديدة,18
2017-05-22,Ibb,1378,37,2.70,0.450,Ibb,إب,11
2017-05-22,Abyan,1068,10,0.90,1.750,Abyan,أبين,12
2017-05-22,Raymah,549,4,0.70,0.870,Raymah,ريمة,31
2017-05-22,Aden,489,12,2.50,0.510,Aden,عدن,24
2017-05-22,Al_Jawf,189,3,1.60,0.290,Al Jawf,الجوف,16
2017-05-22,Lahj,168,0,0.00,0.160,Lahj,لحج,25
2017-05-22,Ma'areb,2,0,0.00,0.010,Marib,مأرب,26